ŒJã•s‰Â(~j,ˆË—Š“ú,•i–ÚƒR[ƒh,•i–¼,“ü–Ú,—\’è”—Ê(‡s),”[Šú,ƒ`ƒPƒbƒg‚m‚n
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240220,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240221,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240226,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240228,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240229,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240304,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240306,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240307,
,2024-02-08,25800811000,MB-McÌ×²µ²Ù,16.0,73200,20240311,
2024-02-19 00:00:00,2024-02-08,25329221830,‚x‚jƒVƒ‡[ƒgƒjƒ“ƒO,15.0,12700,20240219,
2024-02-15 00:00:00,2024-02-08,25566421000,‚e‚bƒVƒ‡[ƒgƒjƒ“ƒO,15.0,12700,20240215,
,2024-02-09,25300721000,Èµ¼­°M-A*,10.0,4800,20240219,
,2024-02-09,25805621000,ƒNƒŒƒ}ƒ`ƒXCP-R,15.0,4500,20240224,
,2024-02-13,25326621850,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,4000,20240304,
,2024-02-13,25318321000,ƒIƒŠƒ“ƒsƒA‚b‚kƒV[ƒg20,15.0,3500,20240229,
,2024-02-13,25567121830,ƒƒ[ƒ‹CP-Y,10.0,5000,20240223,
,2024-02-13,25802621870,MBƒŒƒK[ƒ`ƒF,15.0,4000,20240226,
,2024-02-13,25720111830,ƒŒƒK[ƒ`ƒFiŠÊj,15.0,5000,20240221,
,2024-02-14,25352221830,ƒAƒƒ}ƒS[ƒ‹ƒh*,15.0,5000,20240229,
,2024-02-14,25129621830,±ÛÏºÞ-ÙÄÞ(S),15.0,5000,20240223,
,2024-02-14,25222522030,ÊßÈØ-¼Ö-ÄST-2-TL(32),20.0,5000,20240222,
,2024-02-14,25222123050,ÆÕ-¼Ö-Ä 20·Û 5,20.0,5000,20240222,
,2024-02-14,25124521050,¼ÞÔÈÂÄ (5),10.0,2500,20240304,
,2024-02-14,25353021830,TKƒ}[ƒKƒŠƒ“,15.0,3500,20240306,
,2024-02-14,25222122030,ÆÕ-¼Ö-Ä (ÀÞÝ) 3,15.0,4500,20240229,
2024-02-21 00:00:00,2024-02-14,25222123040,ÆÕ-¼Ö-Ä 20·Û 4,20.0,5000,20240221,
,2024-02-14,26611121000,¸×³Ý×-ÄÞ#100K(ÀÞÝ),15.0,12700,20240307,
,2024-02-14,25118721830,ÌßÚÐ±Ñ¼Ö-ÄPV-ADF (S),15.0,6000,20240304,
,2024-02-14,25138421830,IS¼Ö-ÄÆÝ¸Þ(S),15.0,5000,20240228,
2024-02-27 00:00:00,2024-02-14,25803621830,MB±ÛÏºÞ°ÙÄÞCS,15.0,5000,20240227,
,2024-02-15,25739152000,µ²ÙSH-225,160.0,9680,20240304,
2024-02-26 00:00:00,2024-02-15,25318621050,ƒŠƒXƒp[ƒ‹SP,12.0,5200,20240226,
,2024-02-15,25567121830,ƒƒ[ƒ‹CP-Y,10.0,5000,20240229,
,2024-02-15,25124521060,¼ÞÔÈÂÄ (6),10.0,4500,20240304,
,2024-02-15,25124521060,¼ÞÔÈÂÄ (6),10.0,4500,20240309,
,2024-02-15,25105621000,ÊßÈØ-PV(12),15.0,6000,20240309,
,2024-02-15,25767601000,¼Þ´ÐÆ-FH(Ï·¼ºÝ),850.0,8800,20240304,
,2024-02-15,25719721850,ƒnƒCƒtƒF[ƒh,15.0,4500,20240309,
,2024-02-15,25286621830,EZ¼®°ÄÆÝ¸Þ,15.0,12700,20240315,
,2024-02-15,25284921850,Áª½À°‚d‚e,10.0,6000,20240304,
,2024-02-15,25284921870,Áª½À°‚d‚e,10.0,6000,20240313,
,2024-02-15,25710722000,FP¼Ö-ÄLT2(15K),15.0,12700,20240227,
,2024-02-15,25710721000,FP¼Ö-ÄLT2,15.0,12700,20240318,
,2024-02-15,26632521020,¸×³Ý ×-ÄÞ#300(ÀÞÝ),15.0,6000,20240229,
,2024-02-19,25330221000,Ø½»¸»¸Ï°¶ÞØÝCF,15.0,10000,20240229,
,2024-02-19,25119621830,ÌÛ²ÃÞÌßÚÐ±Ñ PV(S),15.0,18000,20240316,
,2024-02-19,25119621830,ÌÛ²ÃÞÌßÚÐ±Ñ PV(S),15.0,18000,20240323,
,2024-02-19,25263121810,ROY-DX(SS),15.0,22500,20240323,
2024-03-05 00:00:00,2024-02-20,348664‚y‚w,ƒAƒfƒJƒ‹|ƒu‚e|3i‚gC‚gj,16.0,2000,20240305,
,2024-02-20,25308221830,ƒvƒ‰ƒYƒ}NFC,15.0,6000,20240228,
,2024-02-20,25109721830,Ê²¿ÌÄQ-Y(S),15.0,10000,20240311,
,2024-02-20,25127221850,ÌßÚÐ±Ñ½À-DX(M),15.0,6000,20240318,
,2024-02-20,25127222850,ÌßÚÐ±Ñ½À-DX(12.5K)M,12.5,6000,20240318,
,2024-02-20,25154121000,Ìß×½ÞÏDX,15.0,24000,20240318,
,2024-02-20,25249822000,R-FP,15.0,4500,20240313,
,2024-02-20,25249822000,R-FP,15.0,4500,20240320,
,2024-02-20,25249822000,R-FP,15.0,4500,20240325,
,2024-02-20,25293324030,Æ­°YCS@½ÄÚ¯Á750K,12.5,9000,20240331,
,2024-02-20,25293324030,Æ­°YCS@½ÄÚ¯Á750K,12.5,9000,20240409,
,2024-02-20,25293327030,Æ­°YCS@½ÄÚ¯Á720K,12.0,9000,20240325,
,2024-02-20,25293327030,Æ­°YCS@½ÄÚ¯Á720K,12.0,9000,20240409,
,2024-02-20,25296221830,ÌßÚÐ±Ñ´°½-3,15.0,24000,20240309,
,2024-02-20,25302821810,ƒnƒ“ƒhƒXƒvƒŒƒbƒh,10.0,4500,20240320,
,2024-02-20,25303921830,ƒŠƒXƒXƒvƒŒƒbƒhY,10.0,3500,20240318,
,2024-02-20,25305321000,LAGÏ°¶ÞØÝ,15.0,18000,20240315,
,2024-02-20,25308221830,ƒvƒ‰ƒYƒ}NFC,15.0,6000,20240318,
,2024-02-20,25308821830,F-ADM-SP(S),10.0,20000,20240316,
,2024-02-20,25308821830,F-ADM-SP(S),10.0,20000,20240323,
,2024-02-20,25310821810,ƒTƒ‹ƒrƒAƒS[ƒ‹ƒhMF10.5‚‹,10.5,13500,20240318,
,2024-02-20,25310921810,ƒfƒBƒAƒ\ƒtƒgPC-EF,10.0,12000,20240325,
,2024-02-20,25313021830,ƒIƒŠƒrƒA,10.0,4500,20240320,
,2024-02-20,25314921810,ÃÞ¨±¿ÌÄ-‡U,10.0,6000,20240316,
,2024-02-20,25314921830,ÃÞ¨±¿ÌÄ-‡U,10.0,6000,20240321,
,2024-02-20,25314921830,ÃÞ¨±¿ÌÄ-‡U,10.0,6000,20240325,
,2024-02-20,25315921000,ƒNƒŒƒ}ƒ`ƒX,10.0,4500,20240306,
,2024-02-20,25315921000,ƒNƒŒƒ}ƒ`ƒX,10.0,4500,20240313,
,2024-02-20,25315921000,ƒNƒŒƒ}ƒ`ƒX,10.0,4500,20240323,
,2024-02-20,25316821000,Û°Ù²ÝÌÞÛ¯¸KB,10.0,4500,20240325,
,2024-02-20,25318921850,ƒtƒƒCƒfP-BF,15.0,15000,20240311,
,2024-02-20,25318921850,ƒtƒƒCƒfP-BF,15.0,15000,20240318,
,2024-02-20,25318921850,ƒtƒƒCƒfP-BF,15.0,15000,20240325,
,2024-02-20,25319721830,M-YR,15.0,18000,20240323,
,2024-02-20,25319821810,BPÏ-¶ÞØÝA-3,15.0,10000,20240316,
,2024-02-20,25319821810,BPÏ-¶ÞØÝA-3,15.0,15000,20240323,
,2024-02-20,25324221850,ƒNƒŠ[ƒ~ƒ\ƒtƒgY,10.0,4500,20240319,
,2024-02-20,25325721000,CNCƒ}[ƒKƒŠƒ“,15.0,18000,20240309,
,2024-02-20,25326621830,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,20000,20240316,
,2024-02-20,25326621830,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,20000,20240320,
,2024-02-20,25326621830,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,20000,20240330,
,2024-02-20,25328921830,D-BFI,15.0,4500,20240320,
,2024-02-20,25352421000,ƒR[ƒeƒBƒ“ƒOƒtƒ@ƒbƒg,10.0,5000,20240311,
,2024-02-20,25352421000,ƒR[ƒeƒBƒ“ƒOƒtƒ@ƒbƒg,10.0,5000,20240323,
,2024-02-20,25352521000,YMAÏ°¶ÞØÝ-3,15.0,6000,20240330,
,2024-02-20,25352921000,ƒfƒŠƒvƒ‰ƒ“ƒcƒRƒNƒAƒbƒv,10.0,4500,20240320,
,2024-02-20,25353121850,APƒ}[ƒKƒŠƒ“,10.0,4500,20240318,
,2024-02-20,25398622000,ƒsƒAƒ`ƒF,10.0,4500,20240311,
,2024-02-20,25398622000,ƒsƒAƒ`ƒF,10.0,4500,20240323,
,2024-02-20,25567021850,Èµ¸Ø°Ð°Î²¯ÌßLNiR),10.0,10000,20240307,
,2024-02-20,25567021850,Èµ¸Ø°Ð°Î²¯ÌßLNiR),10.0,10000,20240318,
,2024-02-20,25567021850,Èµ¸Ø°Ð°Î²¯ÌßLNiR),10.0,10000,20240325,
,2024-02-20,25803621830,MB±ÛÏºÞ°ÙÄÞCS,15.0,10000,20240309,
,2024-02-20,25803621830,MB±ÛÏºÞ°ÙÄÞCS,15.0,10000,20240323,
,2024-02-20,25911711000,ÄÙÃ,16.0,5000,20240330,
,2024-02-20,25921411000,¼Þ´ÉÜ-½Þ,16.0,12000,20240330,
,2024-02-20,25318221850,FS—û“ûƒNƒŠ[ƒ€°‡U,10.0,19600,20240318,
,2024-02-20,25318221850,FS—û“ûƒNƒŠ[ƒ€°‡U,10.0,19600,20240325,
,2024-02-20,25318521040,º¯ÍßØ±iÐÙ¸j,10.0,5000,20240318,
,2024-02-20,25318521040,º¯ÍßØ±iÐÙ¸j,10.0,5000,20240325,
,2024-02-20,25318621030,ƒŠƒXƒp[ƒ‹SP,12.0,26000,20240313,
,2024-02-20,25318621030,ƒŠƒXƒp[ƒ‹SP,12.0,26000,20240318,
,2024-02-20,25318621030,ƒŠƒXƒp[ƒ‹SP,12.0,26000,20240323,
,2024-02-20,25318621030,ƒŠƒXƒp[ƒ‹SP,12.0,26000,20240330,
2024-03-05 00:00:00,2024-02-20,348656ZT,ƒAƒfƒJƒ‹[ƒu‚`‚l,15.0,12000,20240305,
,2024-02-20,25352021000,ƒvƒ‰ƒYƒ}AR,10.0,5940,20240314,
,2024-02-20,25105321830,ÏÙ¼´BL7(S),15.0,5000,20240316,
,2024-02-20,25109621830,±ÛÏ-ÃÞ¿ÌÄ(S),10.0,5000,20240319,
,2024-02-20,25119123850,ÌÛ²ÃÞÌßÚÐ±ÑN,10.0,5000,20240320,
,2024-02-20,25124621030,ÛØ±Ý-TL(3),10.0,18000,20240318,
,2024-02-20,25124621030,ÛØ±Ý-TL(3),10.0,18000,20240325,
,2024-02-20,25124621030,ÛØ±Ý-TL(3),10.0,9000,20240330,
,2024-02-20,25124823850,¼ÞÖÆ-7(Ñ)-TL DIR(M),15.0,4500,20240325,
,2024-02-20,25129621830,±ÛÏºÞ-ÙÄÞ(S),15.0,5000,20240311,
,2024-02-20,25129621830,±ÛÏºÞ-ÙÄÞ(S),15.0,10000,20240323,
,2024-02-20,25129621830,±ÛÏºÞ-ÙÄÞ(S),15.0,10000,20240330,
,2024-02-20,25142321000,ÌßÚÐ±ÑÏ-¶ÞØÝPV,15.0,9000,20240320,
,2024-02-20,25153921000,¼­°Ï½À°MA DIR,10.0,4000,20240325,
,2024-02-20,25154521850,¿¼´Ù10K(M),10.0,15000,20240321,
,2024-02-20,25212621830,ÌÛ²ÃÞ(ÐÙ¸Ì³Ð)(S),15.0,4500,20240323,
,2024-02-20,25220721830,MFP(S),15.0,9000,20240313,
,2024-02-20,25220721830,MFP(S),15.0,9000,20240325,
,2024-02-20,25220721830,MFP(S),15.0,4500,20240330,
,2024-02-20,25229221830,KNM20(S),15.0,4471,20240325,
,2024-02-20,25231021850,ÌÛ²ÃÞPV(Õ³´Ý)(M),15.0,4500,20240311,
,2024-02-20,25233721830,FTSÏ-¶ÞØÝ(S),15.0,4500,20240314,
,2024-02-20,25252821000,Èµ¼Õ-M-TL,15.0,4000,20240318,
,2024-02-20,25258721830,ÎßÜÛºÞ-ÙÄÞ(S),15.0,4500,20240330,
,2024-02-20,25262521830,SOZA-YDX(S),15.0,20000,20240330,
,2024-02-20,25262521830,SOZA-YDX(S),15.0,13500,20240330,
,2024-02-20,25265021830,WMÏ-¶ÞØÝ(S),15.0,4500,20240318,
,2024-02-20,25265021830,WMÏ-¶ÞØÝ(S),15.0,4500,20240330,
,2024-02-20,25279522830,F-ADM(S),10.0,10000,20240316,
,2024-02-20,25279522830,F-ADM(S),10.0,10000,20240323,
,2024-02-20,25279522830,F-ADM(S),10.0,10000,20240330,
,2024-02-20,25283621850,EZÏ-¶ÞØÝ(M),10.0,20000,20240330,
,2024-02-20,25285921830,ƒGƒXƒ^ƒuƒŒ,15.0,10000,20240318,
,2024-02-20,25285921830,ƒGƒXƒ^ƒuƒŒ,15.0,10000,20240325,
,2024-02-20,25285921830,ƒGƒXƒ^ƒuƒŒ,15.0,10000,20240330,
,2024-02-20,25287121850,Ø½Ï°¶ÞØÝDP,15.0,9000,20240320,
,2024-02-20,25291921830,KCÏ°¶ÞØÝ|‡U,10.0,5000,20240313,
,2024-02-20,25291921830,KCÏ°¶ÞØÝ|‡U,10.0,5000,20240325,
,2024-02-20,25293221830,YBÏ°¶ÞØÝ-SP,15.0,5000,20240318,
,2024-02-20,25293221830,YBÏ°¶ÞØÝ-SP,15.0,5000,20240323,
,2024-02-20,25293221830,YBÏ°¶ÞØÝ-SP,15.0,5000,20240325,
,2024-02-20,25293221830,YBÏ°¶ÞØÝ-SP,15.0,5000,20240330,
,2024-02-20,25294621830,MNÏ°¶ÞØÝ,10.0,4500,20240325,
,2024-02-20,25297921850,EZƒ}[ƒKƒŠƒ“ƒzƒƒCƒg,10.0,4500,20240318,
,2024-02-20,25299421040,ÎßÜÛBA*(4),10.0,9600,20240318,
,2024-02-20,25299421040,ÎßÜÛBA*(4),10.0,14400,20240325,
,2024-02-20,25300721000,Èµ¼­°M-A*,10.0,19200,20240325,
,2024-02-20,25350821850,ÊÞÀ-ØÂÁÄ¶ÁADF(M),15.0,4500,20240325,
,2024-02-20,25800221850,MB-ƒ\ƒVƒGƒ‹,10.0,5000,20240330,
,2024-02-20,25175621830,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(S),15.0,4800,20240316,
,2024-02-20,25175621830,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(S),15.0,4800,20240323,
,2024-02-20,25175621830,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(S),15.0,4800,20240330,
,2024-02-20,25175621850,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(M),15.0,4800,20240318,
,2024-02-20,25175621850,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(M),15.0,9600,20240325,
,2024-02-20,25175621850,±ÛÏ-ÃÞÏ²ÙÄÞ¼-Ä(M),15.0,9600,20240330,
,2024-02-20,25176921810,P¼-ÄDB-R 650 (SS),10.4,4800,20240309,
,2024-02-20,25176921810,P¼-ÄDB-R 650 (SS),10.4,9600,20240316,
,2024-02-20,25176921810,P¼-ÄDB-R 650 (SS),10.4,9600,20240323,
,2024-02-20,25177421830,±ÛÏ-ÃÞ¼-Ä(S),15.0,4800,20240311,
,2024-02-20,25177422830,±ÛÏ-ÃÞ½×²½(S),10.0,4800,20240330,
,2024-02-20,25177822830,¶ÚÝÃ²¼-Ä(S),15.0,4800,20240318,
,2024-02-20,25178021000,OL2000SN-A,15.0,4800,20240316,
,2024-02-20,25178021000,OL2000SN-A,15.0,4800,20240323,
,2024-02-20,25184323850,µØÝËß±AN¼-Ä1.7K(M),13.6,9600,20240316,
,2024-02-20,25184323850,µØÝËß±AN¼-Ä1.7K(M),13.6,9600,20240323,
,2024-02-20,25184323850,µØÝËß±AN¼-Ä1.7K(M),13.6,9600,20240330,
,2024-02-20,25285621830,µØÝËß±ÒÛ°¼°ÄPV-EF,15.0,4800,20240323,
,2024-02-20,25287921850,µØÝËß±ME¼°Ä1.4‚‹,14.0,4800,20240316,
,2024-02-20,25287921850,µØÝËß±ME¼°Ä1.4‚‹,14.0,4800,20240323,
,2024-02-20,25287921850,µØÝËß±ME¼°Ä1.4‚‹,14.0,4800,20240330,
,2024-02-20,25294421850,CTƒ}ƒCƒ‹ƒhƒV[ƒg,15.0,4800,20240325,
,2024-02-20,25294521830,CT¼°ÄL5-ADF,15.0,4800,20240318,
,2024-02-20,25322921850,‚j‚bƒV[ƒgi500‚‡j,8.0,4800,20240318,
,2024-02-20,25800521830,MB|µØÝËß±CR¼°Ä-SP,15.0,4800,20240318,
,2024-02-20,25800521830,MB|µØÝËß±CR¼°Ä-SP,15.0,4800,20240325,
,2024-02-20,25803401830,MBƒIƒŠƒ“ƒsƒAƒV[ƒgL,497.25,9000,20240318,
,2024-02-20,25803401830,MBƒIƒŠƒ“ƒsƒAƒV[ƒgL,497.25,9000,20240325,
,2024-02-20,25803401830,MBƒIƒŠƒ“ƒsƒAƒV[ƒgL,497.25,18000,20240330,
,2024-02-20,25291621830,µØÝËß±ÅÁ­×Ù¼°Ä,15.0,3500,20240309,
,2024-02-21,25303921830,ƒŠƒXƒXƒvƒŒƒbƒhY,10.0,3500,20240304,
,2024-02-21,25258921830,±ÛÏ-ÃÞHTR-J(S),15.0,5000,20240316,
,2024-02-21,25803621830,MB±ÛÏºÞ°ÙÄÞCS,15.0,5000,20240228,
,2024-02-21,25803621830,MB±ÛÏºÞ°ÙÄÞCS,15.0,5000,20240318,
,2024-02-21,25222522040,ÊßÈØ-¼Ö-ÄST-2-TL(35),20.0,5000,20240229,
,2024-02-21,25125622040,ÏÙÆ¼ÛAT-2-TL(35),20.0,4000,20240229,
,2024-02-21,25115611050,ÛÜ-Ù¿ÌÄ 9X2 (5),18.0,4500,20240403,
,2024-02-21,26513500050,Ú½Ä×Ý (T) ¶Ý-5,16.0,4500,20240403,
,2024-02-21,25122212870,FPÏ-¶ÞØÝ(H),15.0,4500,20240403,
,2024-02-21,25293521830,ƒtƒFƒŠ[ƒ`ƒF,10.0,4500,20240315,
2024-03-18 00:00:00,2024-02-21,25293521870,ƒtƒFƒŠ[ƒ`ƒF,10.0,3500,20240405,
,2024-02-21,25282821000,Ø½µ²Ù,15.0,10000,20240307,
2024-02-27 00:00:00,2024-02-21,25211321040,ËÞ¸ÄØ-¼Ö-Ä (4),15.0,4000,20240227,
2024-02-27 00:00:00,2024-02-21,25222122030,ÆÕ-¼Ö-Ä (ÀÞÝ) 3,15.0,4500,20240227,
,2024-02-21,25805311850,ƒ‚[ƒ[ƒ‹CC,15.0,3000,20240307,
2024-03-17 00:00:00,2024-02-21,25729311040,KNÕ¼,16.0,6000,20240321,
2024-03-17 00:00:00,2024-02-21,25566711000,AK–ûŽ‰,16.0,6000,20240321,
2024-03-01 00:00:00,2024-02-21,348999PT,MB-P¼®°ÄCF(H)±¶¼¹ÞÝ,15.0,12700,20240301,
,2024-02-22,25328611850,MS-2,15.0,5000,20240229,
,2024-02-22,25326911000,—â‘ ‚j‚lƒVƒ‡[ƒgƒjƒ“ƒO,15.0,6100,20240318,
,2024-02-22,25565911000,ƒtƒ@ƒ‰ƒ“ƒh[ƒ‹-LBC,15.0,3000,20240306,
,2024-02-22,25263021000,¿¼´ÙC,10.0,5000,20240311,
2024-03-02 00:00:00,2024-02-22,25326621850,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,4000,20240302,
,2024-02-22,25326621850,×ÝÃÞ¨CPÏ°¶ÞØÝ-F,10.0,4000,20240316,
,2024-02-22,25122212870,FPÏ-¶ÞØÝ(H),15.0,4500,20240403,
,2024-02-22,25211221060,ÊßÈØ-¼Ö-ÄS (6),15.0,10000,20240311,
,2024-02-22,25747711000,STBµ²Ù-T,15.0,3000,20240304,
,2024-02-26,25284221030,Ø½Êß-Ù(ÚÝÆÕ³)(3),10.0,4900,20240318,
,2024-02-26,25284221030,Ø½Êß-Ù(ÚÝÆÕ³)(3),10.0,4900,20240405,
,2024-02-26,25259621000,ÒÄÞÚÂÄST,15.0,3500,20240310,
,2024-02-26,24151111880,ÍÂÄ41ßC ±µº³Å¼,16.0,12700,20240323,
,2024-02-26,25125911000,¸Þ×¼Õ-,15.0,10000,20240320,
,2024-02-26,25214611020,Ò»²±,16.0,20000,20240321,
,2024-02-26,25300682020,Ò»²±CC,900.0,24100,20240330,
,2024-02-26,25612811000,CAµ²Ù2011 DIR,16.0,12700,20240314,
2024-03-18 00:00:00,2024-02-26,25612811000,CAµ²Ù2011 DIR,16.0,12700,20240330,
2024-03-18 00:00:00,2024-02-26,25715411000,¸Ø-ÑÍÞ-½µ²Ù,15.0,10000,20240325,
2024-03-18 00:00:00,2024-02-26,25715712000,SH¼Ö°Ä*,15.0,12000,20240330,
2024-03-18 00:00:00,2024-02-26,25724611000,Ø½¼ÞÙ¼´·¼ÞÖ³ÕN30,16.5,5000,20240325,
2024-03-18 00:00:00,2024-02-26,25725011000,½×²»-µ²Ù YN,16.0,3000,20240330,
2024-03-18 00:00:00,2024-02-26,25728211000,±²½ Ì±ÂÄ ÐÂ¸½,16.0,12700,20240325,
2024-03-18 00:00:00,2024-02-26,25749311000,YAÃÞÊÞ²ÀÞ-µ²Ù,16.0,3000,20240325,
2024-03-18 00:00:00,2024-02-26,25752051000,YMµ²Ù (ÄÞ×Ñ),180.0,8640,20240325,
2024-03-18 00:00:00,2024-02-26,25752011000,YMµ²Ù,15.0,200,20240325,
,2024-02-26,25761412000,Ì±ÝÄÑ884L DIR,15.0,6000,20240323,
2024-03-18 00:00:00,2024-02-26,25767601000,¼Þ´ÐÆ-FH(Ï·¼ºÝ),850.0,8800,20240325,
,2024-02-26,26621112000,¸×³Ý×-ÄÞ #200 16K,16.0,12700,20240318,
,2024-02-27,25299421040,ÎßÜÛBA*(4),10.0,4800,20240309,
,2024-02-27,25299421040,ÎßÜÛBA*(4),10.0,4800,20240316,
,2024-02-27,25117722830,ÌßÚÐ±Ñ¼Ö-Ä-ADF (S),15.0,6000,20240408,
,2024-02-27,25120028810,ÌßÚÐ±Ñ¼Ö-Ä-CF(SS),15.0,6000,20240319,
,2024-02-27,25120028830,ÌßÚÐ±Ñ¼Ö-Ä-CF(S),15.0,50800,20240318,
,2024-02-27,25120028830,ÌßÚÐ±Ñ¼Ö-Ä-CF(S),15.0,25400,20240325,
,2024-02-27,25120028830,ÌßÚÐ±Ñ¼Ö-Ä-CF(S),15.0,50800,20240330,
,2024-02-27,25120028830,ÌßÚÐ±Ñ¼Ö-Ä-CF(S),15.0,25400,20240404,
,2024-02-27,25120028830,ÌßÚÐ±Ñ¼Ö-Ä-CF(S),15.0,38100,20240408,
,2024-02-27,25126221000,½Ã²Ô-SA,15.0,12700,20240403,
,2024-02-27,25132325830,ÌßÚÐ±Ñ¼Ö-ÄCF 10K(S),10.0,12700,20240321,
,2024-02-27,25132325830,ÌßÚÐ±Ñ¼Ö-ÄCF 10K(S),10.0,12700,20240404,
,2024-02-27,25134723850,IK¼Ö-Ä(M),15.0,12700,20240325,
,2024-02-27,25212222830,Á´½À-88-TL(S),15.0,5000,20240330,
,2024-02-27,25213124040,Á´½À- 88(12.7K)(4),12.7,4000,20240320,
,2024-02-27,25213221830,Á´½À-77(M),15.0,6000,20240322,
,2024-02-27,25215821000,S.T ¼Ö-Ä,15.0,8000,20240323,
,2024-02-27,25217621360,»ÝÄÞ¼Ö-ÄNT (36ßC),15.0,12700,20240325,
,2024-02-27,25217621360,»ÝÄÞ¼Ö-ÄNT (36ßC),15.0,12700,20240408,
,2024-02-27,25217621380,»ÝÄÞ¼Ö-ÄNT (38ßC),15.0,12700,20240316,
,2024-02-27,25217722000,Áª½À°LPV-TL2(18K),18.0,12700,20240320,
,2024-02-27,25217722000,Áª½À°LPV-TL2(18K),18.0,12700,20240330,
,2024-02-27,25220821830,PV¼Ö-Ä(B)-L (S),15.0,4000,20240321,
,2024-02-27,25221521040,ÆÕ-¼Ö-Ä (C) (4),20.0,5000,20240330,
,2024-02-27,25224021000,AB¼Ö-Ä(PM),15.0,12700,20240325,
,2024-02-27,25224021000,AB¼Ö-Ä(PM),15.0,12700,20240403,
,2024-02-27,25224321030,PV¼Ö-Ä(B) (3),15.0,12700,20240311,
,2024-02-27,25224321040,PV¼Ö-Ä(B) (4),15.0,12700,20240314,
,2024-02-27,25224321040,PV¼Ö-Ä(B) (4),15.0,12700,20240321,
,2024-02-27,25224321040,PV¼Ö-Ä(B) (4),15.0,12700,20240330,
,2024-02-27,25224321040,PV¼Ö-Ä(B) (4),15.0,12700,20240408,
,2024-02-27,25225621850,PV¼Ö-ÄEG(M),15.0,12700,20240318,
,2024-02-27,25225621850,PV¼Ö-ÄEG(M),15.0,12700,20240408,
,2024-02-27,25226125020,±ÒØ¶°ÅDX*(15K),15.0,12700,20240318,
,2024-02-27,25226125020,±ÒØ¶°ÅDX*(15K),15.0,12700,20240330,
,2024-02-27,25226125020,±ÒØ¶°ÅDX*(15K),15.0,12700,20240408,
,2024-02-27,25230924830,Á´½À-2000 10K (S),10.0,6000,20240330,
,2024-02-27,25230924850,Á´½À-2000 10K (M),10.0,6000,20240318,
,2024-02-27,25230924870,Á´½À-2000 10K (H),10.0,6000,20240325,
,2024-02-27,25230924890,Á´½À-2000 10K (HH),10.0,6000,20240318,
,2024-02-27,25230924890,Á´½À-2000 10K (HH),10.0,6000,20240325,
,2024-02-27,25232924850,NC¼Ö-Ä(DIR)(M),15.0,12700,20240330,
,2024-02-27,25232924850,NC¼Ö-Ä(DIR)(M),15.0,12700,20240404,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240313,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240318,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240321,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240325,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240330,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240404,
,2024-02-27,25244422870,²Ä³IK-NT(H),15.0,12700,20240408,
,2024-02-27,25249621000,¸¯·°¼®°ÄÆÝ¸Þ,15.0,12700,20240313,
,2024-02-27,25249621000,¸¯·°¼®°ÄÆÝ¸Þ,15.0,12700,20240319,
,2024-02-27,25249621000,¸¯·°¼®°ÄÆÝ¸Þ,15.0,12700,20240321,
,2024-02-27,25249621000,¸¯·°¼®°ÄÆÝ¸Þ,15.0,25400,20240330,
,2024-02-27,25249621000,¸¯·°¼®°ÄÆÝ¸Þ,15.0,12700,20240408,
,2024-02-27,25262121030,MT¼Ö-ÄPV(3),15.0,12700,20240330,
,2024-02-27,25274621000,CO¼Ö-ÄÆÝ¸Þ-DX,18.0,12700,20240325,
,2024-02-27,25279022000,Ì×²µ²Ù-R(15k’ij,15.0,5000,20240325,
,2024-02-27,25280921850,Ï²ÙÄÞÌ±ÂÄDX(M),15.0,10000,20240408,
,2024-02-27,25286621830,EZ¼®°ÄÆÝ¸Þ,15.0,12700,20240330,
